"image","xmin","ymin","xmax","ymax","label"
"combustible-150-0-a.jpg",1752.3116883116882,938.8051948051948,3405.5064935064934,2625.6623376623374,"Combustible"
"combustible-150-0-b.jpg",817.2467532467532,291.7402597402597,2526.5454545454545,1974.857142857143,"Combustible"
"combustible-150-0-c.jpg",2470.4415584415583,302.961038961039,4202.181818181818,1993.5584415584417,"Combustible"
"combustible-150-0-d.jpg",877.0909090909091,1353.9740259740258,2597.6103896103896,3055.7922077922076,"Combustible"
"combustible-150-0-e.jpg",2567.688311688312,1391.3766233766235,4295.688311688312,3096.935064935065,"Combustible"
"combustible-150-30-a.jpg",2044.051948051948,1028.5714285714284,3282.0779220779223,2453.6103896103896,"Combustible"
"combustible-150-30-b.jpg",1142.6493506493507,493.7142857142857,2403.1168831168834,1881.3506493506493,"Combustible"
"combustible-150-30-c.jpg",2744.2218597063625,387.78212974296207,4008.508972267537,1787.9485924112607,"Combustible"
"combustible-150-30-d.jpg",1153.8701298701299,1522.2857142857142,2414.3376623376626,2932.363636363636,"Combustible"
"combustible-150-30-e.jpg",2848.207792207792,1496.103896103896,4142.337662337663,2928.6233766233763,"Combustible"
"combustible-150-45-a.jpg",2036.5714285714284,957.5064935064935,3072.6233766233763,2240.4155844155844,"Combustible"
"combustible-150-45-b.jpg",1251.1168831168832,568.5194805194805,2219.844155844156,1821.5064935064934,"Combustible"
"combustible-150-45-c.jpg",2949.194805194805,478.75324675324674,3947.844155844156,1742.9610389610389,"Combustible"
"combustible-150-45-d.jpg",1269.8181818181818,1638.2337662337661,2242.285714285714,2887.4805194805194,"Combustible"
"combustible-150-45-e.jpg",2956.6753246753246,1604.5714285714284,3955.3246753246754,2906.181818181818,"Combustible"
"combustible-150-negative-30-a.jpg",1935.5844155844156,1006.1298701298701,3173.6103896103896,2446.12987012987,"Combustible"
"combustible-150-negative-30-b.jpg",1011.7402597402597,430.12987012987014,2302.12987012987,1877.6103896103896,"Combustible"
"combustible-150-negative-30-c.jpg",2814.5454545454545,415.16883116883116,4037.6103896103896,1877.6103896103896,"Combustible"
"combustible-150-negative-30-d.jpg",1101.5064935064934,1484.8831168831168,2343.272727272727,2936.1038961038957,"Combustible"
"combustible-150-negative-30-e.jpg",2818.285714285714,1664.4155844155844,3985.246753246753,3104.4155844155844,"Combustible"
"combustible-150-negative-45-a.jpg",2096.4155844155844,994.9090909090909,3076.363636363636,2502.2337662337663,"Combustible"
"combustible-150-negative-45-b.jpg",1176.3116883116884,366.54545454545456,2167.4805194805194,1903.7922077922078,"Combustible"
"combustible-150-negative-45-c.jpg",2949.194805194805,426.38961038961037,3884.2597402597403,1974.857142857143,"Combustible"
"combustible-150-negative-45-d.jpg",1195.012987012987,1570.9090909090908,2152.5194805194806,3078.233766233766,"Combustible"
"combustible-150-negative-45-e.jpg",2945.4545454545455,1507.3246753246754,3899.220779220779,3070.7532467532465,"Combustible"
"combustible-sunlight-150-0-a.jpg",1868.2597402597403,1028.5714285714284,3289.5584415584417,2449.87012987013,"Combustible"
"combustible-sunlight-150-0-b.jpg",966.8571428571429,407.68831168831167,2429.2987012987014,1858.9090909090908,"Combustible"
"combustible-sunlight-150-0-c.jpg",2627.5324675324673,576,4075.0129870129867,2027.2207792207791,"Combustible"
"combustible-sunlight-150-0-d.jpg",1026.7012987012986,1656.935064935065,2470.4415584415583,3074.493506493506,"Combustible"
"combustible-sunlight-150-0-e.jpg",2691.116883116883,1593.3506493506493,4164.779220779221,3078.233766233766,"Combustible"
"combustible-sunlight-150-30-a.jpg",1920.6233766233765,916.3636363636364,3319.4805194805194,2404.987012987013,"Combustible"
"combustible-sunlight-150-30-b.jpg",1079.064935064935,512.4155844155844,2444.2597402597403,1933.7142857142856,"Combustible"
"combustible-sunlight-150-30-c.jpg",1101.5064935064934,1694.3376623376623,2429.2987012987014,3119.3766233766232,"Combustible"
"combustible-sunlight-150-30-d.jpg",2840.7272727272725,542.3376623376623,4164.779220779221,1971.1168831168832,"Combustible"
"combustible-sunlight-150-30-e.jpg",2687.3766233766232,1623.2727272727273,4041.3506493506493,3055.7922077922076,"Combustible"
"combustible-sunlight-150-45-a.jpg",2021.6103896103896,841.5584415584416,3270.857142857143,2550.8571428571427,"Combustible"
"combustible-sunlight-150-45-b.jpg",1150.1298701298701,273.038961038961,2433.038961038961,1986.0779220779218,"Combustible"
"combustible-sunlight-150-45-c.jpg",1187.5324675324675,1413.8181818181818,2429.2987012987014,3145.5584415584417,"Combustible"
"combustible-sunlight-150-45-d.jpg",2878.12987012987,329.1428571428571,4134.857142857143,2057.142857142857,"Combustible"
